club,season_year,article_count,avg_sentiment,sentiment_pos_rate,sentiment_neg_rate,sentiment_neu_rate,sentiment_std
CF Montreal|Minnesota United FC|Columbus Crew,2020,1,0.5574,1.0,0.0,0.0,
CF Montreal|Minnesota United FC|Houston Dynamo FC|FC Cincinnati,2020,1,-0.2263,0.0,1.0,0.0,
CF Montreal|Minnesota United FC|Inter Miami CF,2018,1,-0.7951,0.0,1.0,0.0,
CF Montreal|Nashville SC,2020,1,-0.6522,0.0,1.0,0.0,
CF Montreal|Nashville SC,2021,1,0.0772,1.0,0.0,0.0,
CF Montreal|Nashville SC,2022,2,-0.2738,0.5,0.5,0.0,0.4965
CF Montreal|Nashville SC,2023,1,0.9274,1.0,0.0,0.0,
CF Montreal|Nashville SC|Inter Miami CF|Vancouver Whitecaps FC|Toronto FC,2022,1,0.8316,1.0,0.0,0.0,
CF Montreal|New England Revolution,2019,1,0.7579,1.0,0.0,0.0,
CF Montreal|New England Revolution,2021,1,0.9127,1.0,0.0,0.0,
CF Montreal|New England Revolution,2022,1,0.4588,1.0,0.0,0.0,
CF Montreal|New England Revolution,2023,2,0.9513,1.0,0.0,0.0,0.0075
CF Montreal|New England Revolution|Chicago Fire FC|New York City FC,2019,1,0.1027,1.0,0.0,0.0,
CF Montreal|New England Revolution|Houston Dynamo FC|D.C. United,2020,1,0.8876,1.0,0.0,0.0,
CF Montreal|New England Revolution|Inter Miami CF|Minnesota United FC|Toronto FC|Chicago Fire FC|FC Dallas|Portland Timbers|Philadelphia Union,2024,1,0.1779,1.0,0.0,0.0,
CF Montreal|New England Revolution|Minnesota United FC|Toronto FC|Chicago Fire FC|FC Dallas|Portland Timbers|Philadelphia Union,2024,1,0.1027,1.0,0.0,0.0,
CF Montreal|New England Revolution|Philadelphia Union|Orlando City SC,2021,1,0.25,1.0,0.0,0.0,
CF Montreal|New England Revolution|Seattle Sounders FC|Colorado Rapids|New York City FC|Nashville SC|Sporting Kansas City|Charlotte FC,2021,1,-0.2732,0.0,1.0,0.0,
CF Montreal|New York City FC,2018,1,0.8176,1.0,0.0,0.0,
CF Montreal|New York City FC|Sporting Kansas City,2019,1,0.9189,1.0,0.0,0.0,
CF Montreal|New York Red Bulls,2020,2,0.7807,1.0,0.0,0.0,0.1271
CF Montreal|New York Red Bulls|FC Cincinnati,2022,1,0.743,1.0,0.0,0.0,
CF Montreal|New York Red Bulls|Houston Dynamo FC,2023,1,0.93,1.0,0.0,0.0,
CF Montreal|New York Red Bulls|Inter Miami CF,2021,1,0.9413,1.0,0.0,0.0,
CF Montreal|New York Red Bulls|New York City FC,2019,1,0.7876,1.0,0.0,0.0,
CF Montreal|New York Red Bulls|Orlando City SC,2023,1,0.9823,1.0,0.0,0.0,
CF Montreal|Orlando City SC,2020,1,0.296,1.0,0.0,0.0,
CF Montreal|Orlando City SC,2021,2,0.7574,1.0,0.0,0.0,0.1875
CF Montreal|Orlando City SC,2022,1,0.5719,1.0,0.0,0.0,
CF Montreal|Orlando City SC|Atlanta United FC|Vancouver Whitecaps FC,2022,1,0.9595,1.0,0.0,0.0,
CF Montreal|Orlando City SC|Chicago Fire FC,2021,1,0.8591,1.0,0.0,0.0,
CF Montreal|Orlando City SC|D.C. United|Sporting Kansas City|New England Revolution|San Jose Earthquakes|Houston Dynamo FC|New York Red Bulls|Portland Timbers|Real Salt Lake|Seattle Sounders FC|Colorado Rapids|New York City FC|Nashville SC|Inter Miami CF|Austin FC,2019,1,0.9022,1.0,0.0,0.0,
CF Montreal|Orlando City SC|Philadelphia Union|FC Dallas|Columbus Crew|Inter Miami CF|Charlotte FC,2019,1,0.7717,1.0,0.0,0.0,
CF Montreal|Philadelphia Union,2020,2,0.8689,1.0,0.0,0.0,0.0
CF Montreal|Philadelphia Union,2021,2,0.8716,1.0,0.0,0.0,0.0984
CF Montreal|Philadelphia Union,2022,3,0.7091,1.0,0.0,0.0,0.3889
CF Montreal|Philadelphia Union,2023,2,0.8384,1.0,0.0,0.0,0.1696
CF Montreal|Philadelphia Union|Atlanta United FC,2022,1,0.5719,1.0,0.0,0.0,
CF Montreal|Philadelphia Union|Toronto FC|Columbus Crew|Minnesota United FC|Chicago Fire FC|Orlando City SC|Portland Timbers,2019,1,0.857,1.0,0.0,0.0,
CF Montreal|Philadelphia Union|Vancouver Whitecaps FC,2022,1,0.296,1.0,0.0,0.0,
CF Montreal|Portland Timbers|FC Dallas|Toronto FC|Vancouver Whitecaps FC|D.C. United,2018,1,0.7574,1.0,0.0,0.0,
CF Montreal|Real Salt Lake|Charlotte FC|Chicago Fire FC|Inter Miami CF|Portland Timbers|New York City FC|Philadelphia Union|Vancouver Whitecaps FC|Colorado Rapids|Columbus Crew|Atlanta United FC|New England Revolution,2023,1,0.891,1.0,0.0,0.0,
CF Montreal|Real Salt Lake|FC Cincinnati|Orlando City SC|Inter Miami CF|Toronto FC,2022,1,0.8666,1.0,0.0,0.0,
CF Montreal|Real Salt Lake|Toronto FC,2021,1,0.9652,1.0,0.0,0.0,
CF Montreal|San Jose Earthquakes,2021,1,0.8661,1.0,0.0,0.0,
CF Montreal|Seattle Sounders FC,2018,1,0.7096,1.0,0.0,0.0,
CF Montreal|Seattle Sounders FC,2019,1,0.0,0.0,0.0,1.0,
CF Montreal|Seattle Sounders FC,2024,2,0.5337,1.0,0.0,0.0,0.546
CF Montreal|Seattle Sounders FC|Columbus Crew|Toronto FC|Vancouver Whitecaps FC|Real Salt Lake|Sporting Kansas City|Orlando City SC,2020,1,-0.3716,0.0,1.0,0.0,
CF Montreal|Seattle Sounders FC|New York Red Bulls,2020,1,0.9738,1.0,0.0,0.0,
CF Montreal|Sporting Kansas City,2022,1,0.0983,1.0,0.0,0.0,
CF Montreal|Sporting Kansas City|Portland Timbers,2024,1,0.9618,1.0,0.0,0.0,
CF Montreal|Toronto FC,2018,2,0.4037,0.5,0.0,0.5,0.5709
CF Montreal|Toronto FC,2021,1,0.9628,1.0,0.0,0.0,
CF Montreal|Toronto FC,2023,1,0.0,0.0,0.0,1.0,
CF Montreal|Toronto FC,2024,1,0.8885,1.0,0.0,0.0,
CF Montreal|Toronto FC|Chicago Fire FC,2020,1,0.9775,1.0,0.0,0.0,
CF Montreal|Toronto FC|Colorado Rapids|Vancouver Whitecaps FC|Columbus Crew|New England Revolution,2020,1,0.7717,1.0,0.0,0.0,
CF Montreal|Toronto FC|Columbus Crew,2024,1,0.4588,1.0,0.0,0.0,
CF Montreal|Toronto FC|Columbus Crew|Seattle Sounders FC|Vancouver Whitecaps FC|New England Revolution,2019,1,-0.8165,0.0,1.0,0.0,
CF Montreal|Toronto FC|Columbus Crew|Vancouver Whitecaps FC|LAFC,2018,1,-0.6895,0.0,1.0,0.0,
CF Montreal|Toronto FC|Houston Dynamo FC|Vancouver Whitecaps FC,2020,1,0.9186,1.0,0.0,0.0,
CF Montreal|Toronto FC|Minnesota United FC|Vancouver Whitecaps FC,2023,1,0.8625,1.0,0.0,0.0,
CF Montreal|Toronto FC|Portland Timbers|Nashville SC|New York City FC|Colorado Rapids|Minnesota United FC|Philadelphia Union,2020,1,-0.9501,0.0,1.0,0.0,
CF Montreal|Toronto FC|Real Salt Lake,2022,1,0.3818,1.0,0.0,0.0,
CF Montreal|Toronto FC|Vancouver Whitecaps FC,2021,1,0.8223,1.0,0.0,0.0,
CF Montreal|Toronto FC|Vancouver Whitecaps FC,2023,1,0.765,1.0,0.0,0.0,
CF Montreal|Toronto FC|Vancouver Whitecaps FC|Inter Miami CF|Orlando City SC|Real Salt Lake|Houston Dynamo FC|San Jose Earthquakes|Minnesota United FC|Seattle Sounders FC|LA Galaxy,2021,1,0.6369,1.0,0.0,0.0,
CF Montreal|Toronto FC|Vancouver Whitecaps FC|Minnesota United FC|Chicago Fire FC,2024,1,-0.612,0.0,1.0,0.0,
CF Montreal|Toronto FC|Vancouver Whitecaps FC|Orlando City SC|Real Salt Lake,2021,1,0.8316,1.0,0.0,0.0,
CF Montreal|Toronto FC|Vancouver Whitecaps FC|Sporting Kansas City|Portland Timbers|FC Dallas|Nashville SC|Houston Dynamo FC|Orlando City SC,2020,1,0.8074,1.0,0.0,0.0,
CF Montreal|Vancouver Whitecaps FC|Toronto FC|Austin FC,2020,1,0.3612,1.0,0.0,0.0,
CF Montreal|Vancouver Whitecaps FC|Toronto FC|San Jose Earthquakes|D.C. United,2018,1,0.8957,1.0,0.0,0.0,
Charlotte FC,2018,3,0.5939,1.0,0.0,0.0,0.2193
Charlotte FC,2019,13,0.4483,0.8462,0.1538,0.0,0.5135
Charlotte FC,2020,7,0.5234,1.0,0.0,0.0,0.2625
Charlotte FC,2021,6,0.6921,1.0,0.0,0.0,0.1952
Charlotte FC,2022,7,0.5059,0.8571,0.1429,0.0,0.5611
Charlotte FC,2023,6,0.636,0.8333,0.0,0.1667,0.4051
Charlotte FC,2024,8,0.5662,0.875,0.125,0.0,0.5683
Charlotte FC|Atlanta United FC,2022,1,0.4588,1.0,0.0,0.0,
Charlotte FC|Atlanta United FC,2024,1,0.7096,1.0,0.0,0.0,
Charlotte FC|Atlanta United FC|Inter Miami CF,2023,1,-0.6369,0.0,1.0,0.0,
Charlotte FC|Atlanta United FC|Philadelphia Union|New York City FC,2024,1,0.802,1.0,0.0,0.0,
Charlotte FC|Atlanta United FC|San Jose Earthquakes|LA Galaxy|Toronto FC|New England Revolution|Inter Miami CF|Orlando City SC|FC Dallas,2023,1,0.8202,1.0,0.0,0.0,
Charlotte FC|Atlanta United FC|Seattle Sounders FC|Inter Miami CF|Nashville SC|Austin FC|New England Revolution,2019,1,0.5994,1.0,0.0,0.0,
Charlotte FC|Austin FC,2020,3,0.3138,0.6667,0.3333,0.0,0.3386
Charlotte FC|Austin FC|Orlando City SC,2020,1,0.9267,1.0,0.0,0.0,
Charlotte FC|CF Montreal,2018,1,0.886,1.0,0.0,0.0,
Charlotte FC|CF Montreal,2020,1,0.8225,1.0,0.0,0.0,
Charlotte FC|CF Montreal,2022,1,0.8798,1.0,0.0,0.0,
Charlotte FC|CF Montreal,2023,1,0.8271,1.0,0.0,0.0,
Charlotte FC|CF Montreal,2024,2,0.7562,1.0,0.0,0.0,0.1066
Charlotte FC|CF Montreal|FC Dallas|Inter Miami CF|Orlando City SC|Philadelphia Union,2023,1,-0.1531,0.0,1.0,0.0,
Charlotte FC|CF Montreal|New York Red Bulls,2024,1,0.8398,1.0,0.0,0.0,
Charlotte FC|CF Montreal|New York Red Bulls|San Jose Earthquakes|Chicago Fire FC|FC Cincinnati|Inter Miami CF|Toronto FC|New York City FC,2022,1,0.0516,1.0,0.0,0.0,
Charlotte FC|Chicago Fire FC|Seattle Sounders FC,2022,1,-0.8534,0.0,1.0,0.0,
Charlotte FC|Colorado Rapids,2019,1,0.9334,1.0,0.0,0.0,
Charlotte FC|Colorado Rapids,2022,1,0.8885,1.0,0.0,0.0,
Charlotte FC|Colorado Rapids|CF Montreal,2023,1,0.7717,1.0,0.0,0.0,
Charlotte FC|Colorado Rapids|Philadelphia Union|Chicago Fire FC|Real Salt Lake,2023,1,0.8645,1.0,0.0,0.0,
Charlotte FC|Columbus Crew,2023,1,0.6908,1.0,0.0,0.0,
Charlotte FC|FC Cincinnati|Houston Dynamo FC|Inter Miami CF,2023,1,0.802,1.0,0.0,0.0,
Charlotte FC|FC Dallas|Orlando City SC,2019,1,0.8658,1.0,0.0,0.0,
Charlotte FC|Inter Miami CF|Atlanta United FC,2023,4,-0.9064,0.0,1.0,0.0,0.0491
Charlotte FC|Inter Miami CF|Atlanta United FC|Chicago Fire FC,2023,1,-0.9664,0.0,1.0,0.0,
Charlotte FC|Inter Miami CF|Atlanta United FC|Chicago Fire FC|CF Montreal,2023,1,-0.9353,0.0,1.0,0.0,
Charlotte FC|Inter Miami CF|CF Montreal,2023,1,0.4879,1.0,0.0,0.0,
Charlotte FC|Inter Miami CF|Chicago Fire FC|CF Montreal|New York Red Bulls|New York City FC|Columbus Crew|Nashville SC,2023,1,0.2003,1.0,0.0,0.0,
Charlotte FC|Inter Miami CF|Columbus Crew|Nashville SC|LA Galaxy,2023,1,0.8176,1.0,0.0,0.0,
Charlotte FC|Inter Miami CF|FC Cincinnati|Philadelphia Union|Columbus Crew|Austin FC,2024,1,-0.5719,0.0,1.0,0.0,
Charlotte FC|Inter Miami CF|Nashville SC|Austin FC,2019,1,0.5106,1.0,0.0,0.0,
Charlotte FC|Inter Miami CF|Nashville SC|FC Cincinnati|Austin FC|Orlando City SC,2019,1,0.8442,1.0,0.0,0.0,
Charlotte FC|LA Galaxy|Atlanta United FC|Portland Timbers,2022,2,0.9755,1.0,0.0,0.0,0.0
Charlotte FC|LA Galaxy|Inter Miami CF,2022,1,0.9186,1.0,0.0,0.0,
Charlotte FC|LAFC,2023,1,0.8337,1.0,0.0,0.0,
Charlotte FC|LAFC|LA Galaxy|Atlanta United FC|CF Montreal|Real Salt Lake,2024,1,0.5423,1.0,0.0,0.0,
Charlotte FC|Nashville SC,2021,1,0.765,1.0,0.0,0.0,
Charlotte FC|New England Revolution,2022,1,0.2263,1.0,0.0,0.0,
Charlotte FC|New York City FC,2019,1,0.6077,1.0,0.0,0.0,
Charlotte FC|New York City FC,2022,1,0.6129,1.0,0.0,0.0,
Charlotte FC|New York City FC,2024,3,0.538,1.0,0.0,0.0,0.4056
Charlotte FC|New York City FC|Austin FC|Nashville SC|Inter Miami CF,2019,1,0.4767,1.0,0.0,0.0,
Charlotte FC|New York City FC|CF Montreal,2024,1,-0.0516,0.0,1.0,0.0,
Charlotte FC|New York City FC|Orlando City SC,2024,1,0.3612,1.0,0.0,0.0,
Charlotte FC|New York Red Bulls,2023,1,0.296,1.0,0.0,0.0,
Charlotte FC|New York Red Bulls|Columbus Crew|CF Montreal|D.C. United|Austin FC|Colorado Rapids|Philadelphia Union,2022,1,-0.2263,0.0,1.0,0.0,
Charlotte FC|New York Red Bulls|Seattle Sounders FC|Chicago Fire FC,2022,1,-0.6705,0.0,1.0,0.0,
Charlotte FC|Orlando City SC|Atlanta United FC|Real Salt Lake|D.C. United|New York Red Bulls|CF Montreal|San Jose Earthquakes|Columbus Crew|New York City FC,2023,1,0.5267,1.0,0.0,0.0,
Charlotte FC|Orlando City SC|New York City FC|FC Cincinnati,2019,1,0.3527,1.0,0.0,0.0,
Charlotte FC|Philadelphia Union,2019,2,0.7383,1.0,0.0,0.0,0.2558
Charlotte FC|Philadelphia Union|Columbus Crew|Inter Miami CF|FC Dallas|LAFC|Houston Dynamo FC|Nashville SC|Austin FC,2024,1,0.4215,1.0,0.0,0.0,
Charlotte FC|Philadelphia Union|D.C. United|Sporting Kansas City,2018,1,0.4215,1.0,0.0,0.0,
Charlotte FC|Seattle Sounders FC,2019,2,0.2442,0.5,0.5,0.0,0.764
Charlotte FC|Seattle Sounders FC|Atlanta United FC,2019,1,0.9313,1.0,0.0,0.0,
Charlotte FC|Seattle Sounders FC|Atlanta United FC,2021,1,0.7096,1.0,0.0,0.0,
Charlotte FC|Seattle Sounders FC|New York City FC|Inter Miami CF|Nashville SC|Austin FC,2019,1,0.0,0.0,0.0,1.0,
Charlotte FC|Sporting Kansas City|Atlanta United FC,2022,1,0.8979,1.0,0.0,0.0,
Charlotte FC|Sporting Kansas City|CF Montreal,2024,1,0.7269,1.0,0.0,0.0,
Charlotte FC|St. Louis City SC|Inter Miami CF,2023,1,0.6072,1.0,0.0,0.0,
Charlotte FC|Toronto FC,2019,1,0.8074,1.0,0.0,0.0,
Chicago Fire FC,2018,9,0.2681,0.7778,0.2222,0.0,0.5553
Chicago Fire FC,2019,13,0.2238,0.6923,0.2308,0.0769,0.7002
Chicago Fire FC,2020,2,0.8362,1.0,0.0,0.0,0.0057
Chicago Fire FC,2021,8,0.1223,0.5,0.5,0.0,0.8139
Chicago Fire FC,2022,37,0.4145,0.7297,0.2432,0.027,0.5921
Chicago Fire FC,2023,17,0.2316,0.5882,0.2941,0.1176,0.644
Chicago Fire FC,2024,10,0.4664,0.8,0.2,0.0,0.6382
Chicago Fire FC|Atlanta United FC,2018,1,-0.5574,0.0,1.0,0.0,
Chicago Fire FC|Atlanta United FC,2019,2,0.7933,1.0,0.0,0.0,0.0604
Chicago Fire FC|Atlanta United FC,2022,1,-0.9153,0.0,1.0,0.0,
Chicago Fire FC|Atlanta United FC|Orlando City SC|New York Red Bulls|Philadelphia Union|New England Revolution,2021,1,0.836,1.0,0.0,0.0,
Chicago Fire FC|CF Montreal,2018,1,-0.2263,0.0,1.0,0.0,
Chicago Fire FC|CF Montreal,2019,2,0.6422,1.0,0.0,0.0,0.3973
Chicago Fire FC|CF Montreal,2020,1,0.4404,1.0,0.0,0.0,
Chicago Fire FC|CF Montreal,2021,1,-0.34,0.0,1.0,0.0,
Chicago Fire FC|CF Montreal,2022,4,0.8181,1.0,0.0,0.0,0.1261
Chicago Fire FC|CF Montreal,2023,3,-0.0845,0.3333,0.3333,0.3333,0.7653
Chicago Fire FC|CF Montreal,2024,1,-0.6672,0.0,1.0,0.0,
Chicago Fire FC|CF Montreal|New England Revolution|Orlando City SC|Columbus Crew|Philadelphia Union|LAFC|Toronto FC|D.C. United|Sporting Kansas City|Inter Miami CF,2021,1,-0.0516,0.0,1.0,0.0,
Chicago Fire FC|CF Montreal|Philadelphia Union,2020,1,0.8779,1.0,0.0,0.0,
Chicago Fire FC|CF Montreal|San Jose Earthquakes,2022,1,0.765,1.0,0.0,0.0,
Chicago Fire FC|CF Montreal|Toronto FC|LAFC,2018,1,-0.0828,0.0,1.0,0.0,
Chicago Fire FC|Colorado Rapids,2019,1,0.5672,1.0,0.0,0.0,
Chicago Fire FC|Colorado Rapids|CF Montreal,2021,1,0.9259,1.0,0.0,0.0,
Chicago Fire FC|Colorado Rapids|Minnesota United FC,2018,1,-0.34,0.0,1.0,0.0,
Chicago Fire FC|Columbus Crew,2019,3,-0.698,0.0,1.0,0.0,0.149
Chicago Fire FC|Columbus Crew|CF Montreal,2019,1,0.891,1.0,0.0,0.0,
Chicago Fire FC|Columbus Crew|LA Galaxy|Austin FC|Nashville SC|FC Dallas|San Jose Earthquakes,2024,1,-0.7351,0.0,1.0,0.0,
Chicago Fire FC|Columbus Crew|Seattle Sounders FC|LA Galaxy|FC Dallas|D.C. United|Sporting Kansas City,2021,1,-0.7717,0.0,1.0,0.0,
Chicago Fire FC|Columbus Crew|St. Louis City SC|FC Cincinnati|Sporting Kansas City|New York City FC|New York Red Bulls|CF Montreal|Toronto FC,2022,1,-0.5719,0.0,1.0,0.0,
Chicago Fire FC|D.C. United|CF Montreal|New England Revolution|Atlanta United FC,2019,1,-0.081,0.0,1.0,0.0,
Chicago Fire FC|D.C. United|New York City FC|Charlotte FC,2022,1,0.5198,1.0,0.0,0.0,
Chicago Fire FC|FC Cincinnati|Columbus Crew,2019,1,-0.9531,0.0,1.0,0.0,
Chicago Fire FC|FC Cincinnati|Portland Timbers,2018,1,0.4215,1.0,0.0,0.0,
Chicago Fire FC|FC Cincinnati|Sporting Kansas City|Atlanta United FC|New York Red Bulls,2022,1,-0.2854,0.0,1.0,0.0,
Chicago Fire FC|FC Dallas,2018,1,0.5267,1.0,0.0,0.0,
Chicago Fire FC|FC Dallas,2024,1,-0.8577,0.0,1.0,0.0,
Chicago Fire FC|FC Dallas|D.C. United|Sporting Kansas City|Philadelphia Union|New England Revolution|Portland Timbers,2022,1,0.7351,1.0,0.0,0.0,
Chicago Fire FC|Houston Dynamo FC|CF Montreal,2021,1,0.9416,1.0,0.0,0.0,
Chicago Fire FC|Houston Dynamo FC|D.C. United|FC Cincinnati|Philadelphia Union|St. Louis City SC|Austin FC,2023,1,0.0,0.0,0.0,1.0,
Chicago Fire FC|Houston Dynamo FC|LA Galaxy|New York City FC|Orlando City SC,2024,2,0.9134,1.0,0.0,0.0,0.0176
Chicago Fire FC|Houston Dynamo FC|Seattle Sounders FC,2021,1,0.8348,1.0,0.0,0.0,
Chicago Fire FC|Inter Miami CF,2022,2,0.5506,1.0,0.0,0.0,0.5271
Chicago Fire FC|Inter Miami CF,2023,2,0.5908,1.0,0.0,0.0,0.5105
Chicago Fire FC|Inter Miami CF|New England Revolution,2018,1,0.8481,1.0,0.0,0.0,
Chicago Fire FC|Inter Miami CF|New York Red Bulls,2022,1,0.4016,1.0,0.0,0.0,
Chicago Fire FC|LA Galaxy,2019,2,0.925,1.0,0.0,0.0,0.0187
Chicago Fire FC|LA Galaxy,2024,1,0.872,1.0,0.0,0.0,
Chicago Fire FC|LA Galaxy|FC Dallas|Atlanta United FC|D.C. United|FC Cincinnati,2019,1,0.5423,1.0,0.0,0.0,
Chicago Fire FC|LA Galaxy|Philadelphia Union|New York Red Bulls,2019,1,-0.8122,0.0,1.0,0.0,
Chicago Fire FC|LAFC,2024,1,0.8221,1.0,0.0,0.0,
Chicago Fire FC|Minnesota United FC,2023,1,0.8834,1.0,0.0,0.0,
Chicago Fire FC|Nashville SC|D.C. United|Seattle Sounders FC|Portland Timbers|New York City FC|Columbus Crew|LA Galaxy|Inter Miami CF,2021,1,0.9558,1.0,0.0,0.0,
Chicago Fire FC|Nashville SC|FC Dallas|Real Salt Lake,2019,1,-0.6523,0.0,1.0,0.0,
Chicago Fire FC|Nashville SC|Seattle Sounders FC,2020,1,-0.7684,0.0,1.0,0.0,
Chicago Fire FC|New England Revolution,2019,1,-0.6369,0.0,1.0,0.0,
Chicago Fire FC|New England Revolution,2021,1,-0.9169,0.0,1.0,0.0,
Chicago Fire FC|New England Revolution,2023,1,0.8173,1.0,0.0,0.0,
Chicago Fire FC|New York City FC,2021,3,0.5039,0.6667,0.0,0.3333,0.4341
Chicago Fire FC|New York City FC,2022,3,-0.2182,0.3333,0.6667,0.0,0.815
Chicago Fire FC|New York City FC,2023,1,0.91,1.0,0.0,0.0,
Chicago Fire FC|New York City FC|D.C. United|San Jose Earthquakes|Atlanta United FC,2019,1,-0.3197,0.0,1.0,0.0,
Chicago Fire FC|New York City FC|New England Revolution,2022,2,0.2482,0.5,0.5,0.0,0.6388
Chicago Fire FC|New York Red Bulls|CF Montreal,2018,1,-0.7096,0.0,1.0,0.0,
Chicago Fire FC|New York Red Bulls|Columbus Crew,2023,1,-0.936,0.0,1.0,0.0,
Chicago Fire FC|New York Red Bulls|FC Cincinnati|Houston Dynamo FC,2024,1,-0.4404,0.0,1.0,0.0,
Chicago Fire FC|New York Red Bulls|LA Galaxy|Toronto FC,2018,1,0.7823,1.0,0.0,0.0,
Chicago Fire FC|New York Red Bulls|Orlando City SC|Philadelphia Union,2018,1,0.0498,0.0,0.0,1.0,
Chicago Fire FC|Orlando City SC,2018,1,-0.34,0.0,1.0,0.0,
Chicago Fire FC|Orlando City SC,2022,3,0.2266,0.6667,0.3333,0.0,0.3779
Chicago Fire FC|Orlando City SC|Atlanta United FC|Seattle Sounders FC|Portland Timbers,2019,1,-0.5423,0.0,1.0,0.0,
Chicago Fire FC|Orlando City SC|Philadelphia Union,2018,1,0.7184,1.0,0.0,0.0,
Chicago Fire FC|Philadelphia Union,2021,1,0.34,1.0,0.0,0.0,
Chicago Fire FC|Philadelphia Union,2023,2,0.1683,0.5,0.5,0.0,1.0075
Chicago Fire FC|Philadelphia Union,2024,1,0.8176,1.0,0.0,0.0,
Chicago Fire FC|Philadelphia Union|CF Montreal,2024,1,0.5726,1.0,0.0,0.0,
Chicago Fire FC|Philadelphia Union|Inter Miami CF,2021,1,0.5423,1.0,0.0,0.0,
Chicago Fire FC|Philadelphia Union|LAFC|CF Montreal|LA Galaxy|Atlanta United FC|New York City FC|Austin FC|Minnesota United FC|Orlando City SC|Columbus Crew|FC Cincinnati|Portland Timbers|D.C. United|New England Revolution,2019,1,-0.34,0.0,1.0,0.0,
Chicago Fire FC|Portland Timbers|Minnesota United FC|Columbus Crew,2019,1,-0.9531,0.0,1.0,0.0,
Chicago Fire FC|Real Salt Lake,2019,1,-0.8944,0.0,1.0,0.0,
Chicago Fire FC|Real Salt Lake|New England Revolution|LAFC|Minnesota United FC|Colorado Rapids,2019,1,-0.8591,0.0,1.0,0.0,
Chicago Fire FC|San Jose Earthquakes,2019,1,0.926,1.0,0.0,0.0,
Chicago Fire FC|Seattle Sounders FC,2020,3,-0.3801,0.0,0.6667,0.3333,0.4283
Chicago Fire FC|Seattle Sounders FC|Colorado Rapids|CF Montreal|New York City FC,2020,1,-0.8366,0.0,1.0,0.0,
Chicago Fire FC|Seattle Sounders FC|FC Dallas|Columbus Crew|New England Revolution|CF Montreal,2022,1,-0.0258,0.0,0.0,1.0,
Chicago Fire FC|Seattle Sounders FC|Real Salt Lake|Atlanta United FC,2022,1,0.891,1.0,0.0,0.0,
Chicago Fire FC|Seattle Sounders FC|Toronto FC|FC Cincinnati|Inter Miami CF|Philadelphia Union|San Jose Earthquakes|Atlanta United FC|Real Salt Lake,2022,1,-0.5789,0.0,1.0,0.0,
Chicago Fire FC|Sporting Kansas City|CF Montreal|Portland Timbers|Vancouver Whitecaps FC,2023,1,0.8176,1.0,0.0,0.0,
Chicago Fire FC|Vancouver Whitecaps FC,2023,2,0.2195,0.5,0.5,0.0,1.0694
Chicago Fire FC|Vancouver Whitecaps FC|CF Montreal|Atlanta United FC,2023,1,-0.34,0.0,1.0,0.0,
Chicago Fire FC|Vancouver Whitecaps FC|New York City FC,2019,1,0.7096,1.0,0.0,0.0,
Chicago Fire FC|Vancouver Whitecaps FC|Toronto FC,2019,1,0.4215,1.0,0.0,0.0,
Colorado Rapids,2018,10,0.5832,0.9,0.1,0.0,0.5091
Colorado Rapids,2020,3,0.6172,1.0,0.0,0.0,0.2815
Colorado Rapids,2021,2,0.5917,1.0,0.0,0.0,0.214
Colorado Rapids,2022,7,0.3845,0.7143,0.1429,0.1429,0.5218
Colorado Rapids,2023,3,0.7139,1.0,0.0,0.0,0.2945
Colorado Rapids,2024,1,0.8555,1.0,0.0,0.0,
Colorado Rapids|Atlanta United FC,2021,1,0.8495,1.0,0.0,0.0,
Colorado Rapids|Austin FC,2019,1,0.5859,1.0,0.0,0.0,
Colorado Rapids|Austin FC,2020,1,0.8898,1.0,0.0,0.0,
Colorado Rapids|Austin FC,2021,1,0.7964,1.0,0.0,0.0,
Colorado Rapids|Austin FC|Real Salt Lake,2024,1,0.4588,1.0,0.0,0.0,
Colorado Rapids|CF Montreal,2020,1,-0.5719,0.0,1.0,0.0,
Colorado Rapids|CF Montreal,2022,3,0.8409,1.0,0.0,0.0,0.1667
Colorado Rapids|CF Montreal,2023,1,0.2249,1.0,0.0,0.0,
Colorado Rapids|CF Montreal|FC Dallas,2024,1,0.8402,1.0,0.0,0.0,
Colorado Rapids|CF Montreal|Real Salt Lake|New York Red Bulls|FC Dallas,2024,1,0.875,1.0,0.0,0.0,
Colorado Rapids|Charlotte FC,2018,1,0.7003,1.0,0.0,0.0,
Colorado Rapids|Chicago Fire FC,2019,1,-0.872,0.0,1.0,0.0,
Colorado Rapids|Columbus Crew,2019,1,0.5106,1.0,0.0,0.0,
Colorado Rapids|Columbus Crew,2024,1,0.296,1.0,0.0,0.0,
Colorado Rapids|Columbus Crew|FC Dallas,2020,1,0.431,1.0,0.0,0.0,
Colorado Rapids|D.C. United,2018,3,0.2808,1.0,0.0,0.0,0.3084
Colorado Rapids|D.C. United|CF Montreal|New York Red Bulls|LA Galaxy|Toronto FC|New England Revolution|Portland Timbers|Seattle Sounders FC|FC Dallas|Real Salt Lake|New York City FC|Charlotte FC,2019,1,0.7845,1.0,0.0,0.0,
Colorado Rapids|D.C. United|Charlotte FC,2019,1,0.8442,1.0,0.0,0.0,
Colorado Rapids|D.C. United|New York Red Bulls,2018,1,0.9422,1.0,0.0,0.0,
Colorado Rapids|D.C. United|Sporting Kansas City|Philadelphia Union,2022,1,-0.886,0.0,1.0,0.0,
